track_id,duration,tempo,loudness,key,mode,time_signature,danceability,energy,key_confidence,mode_confidence,time_signature_confidence,end_of_fade_in,start_of_fade_out,song_hotttnesss,artist_hotttnesss,artist_familiarity,year
TRBFIUJ12903CFEB7C,270.13179,126.182,-3.225,11,0,3,0.0,0.0,0.189,0.089,0.979,6.177,265.747,0.6779979575397636,0.46451800504983887,0.772958317106957,2008
TRBFIYC128F93373FE,248.58077,163.992,-6.3,10,0,4,0.0,0.0,0.864,0.694,0.726,0.131,243.746,,0.382246363216006,0.5166182130206616,
TRBFJBK128EF357C81,624.66567,101.37,-12.161,2,1,1,0.0,0.0,0.002,0.074,0.0,0.0,616.165,0.0,0.48165586241245567,0.7493178009614533,
TRBFJDL128F1461579,598.41261,128.239,-10.76,9,1,4,0.0,0.0,0.741,0.449,0.359,0.14,589.369,,0.4631183399297777,0.6833885166889893,
TRBFJFD128F92F6CEA,233.35138,101.867,-13.767,8,1,4,0.0,0.0,0.399,0.651,1.0,0.073,222.441,0.0,0.44521698744131516,0.6554834784453758,
TRBFJGB128F42612B1,218.64444,130.495,-5.806,9,1,4,0.0,0.0,0.746,0.499,0.61,0.274,215.353,0.6680333475530599,0.3590642959885093,0.7057458180209083,2005
TRBFJGD128F933E85A,41.24689,105.115,-12.319,2,1,4,0.0,0.0,0.0,0.0,0.461,0.0,41.247,,0.24009840575296107,0.3911088846318064,
TRBFJJT128F4228826,228.362,115.082,-11.71,4,0,3,0.0,0.0,0.421,0.457,1.0,3.587,222.627,,0.3434975422775729,0.411875463168056,
TRBFJKU12903CEDB0C,263.70567,146.01,-10.981,4,1,4,0.0,0.0,0.686,0.535,0.129,2.177,258.461,,0.48801984168567314,0.8093237930019529,1987
TRBFJMI128F92E535C,212.24444,153.058,-6.791,2,1,4,0.0,0.0,0.088,0.431,0.943,0.0,206.292,0.4309626724720748,0.36366811024462387,0.6178701163443497,2008
TRBFJMR128F930B3A6,333.00853,117.236,-4.197,11,1,4,0.0,0.0,0.463,0.23,1.0,0.0,333.009,0.2940069910016068,0.3262082546201735,0.4912562094922859,
TRBFJNF128F1462488,153.44281,131.248,-9.326,4,0,4,0.0,0.0,0.994,0.747,0.066,0.0,149.362,0.6131252426489093,0.5803452713778326,0.8019892159693104,1997
TRBFJOE128F9326B03,197.85098,80.505,-6.006,1,1,4,0.0,0.0,0.315,0.488,0.786,0.0,190.067,,0.4613458520163567,0.6495831072184148,2009
TRBFJPO128F4295BE3,366.70649,123.448,-7.098,4,1,4,0.0,0.0,0.067,0.394,1.0,0.213,357.03,,0.7172098545666633,0.8573199009058027,1995
TRBFJVT128F428F3B8,274.93832,91.341,-7.964,4,0,3,0.0,0.0,0.401,0.411,0.504,0.368,271.476,0.0,0.4003877565967999,0.5381377399132121,
TRBFJWV128F935366B,227.73506,151.401,-7.834,11,0,4,0.0,0.0,0.002,0.0,0.671,0.0,225.721,,0.3283773050854491,0.5621790178978072,
TRBFKAT12903CA42E2,311.95383,140.085,-7.487,1,1,3,0.0,0.0,0.323,0.485,0.642,0.357,300.751,0.4944895175021134,0.40658168035189596,0.5265152781107441,
TRBFKHT128F427215E,316.76036,98.406,-11.76,11,1,3,0.0,0.0,0.337,0.378,0.752,0.0,297.302,,0.3775930817718952,0.7132749723642293,1992
TRBFKMN128F4286D1B,146.46812,126.154,-5.497,2,1,4,0.0,0.0,0.0,0.0,0.0,0.326,139.517,0.55844174692148,0.5504228248591988,0.8421933500213756,2000
TRBFKNM128F425E89C,265.01179,110.837,-12.437,9,1,4,0.0,0.0,0.742,0.586,0.0,0.339,251.135,,0.29682395079510554,0.34173223003613984,
TRBFKNY128F92E0FF2,201.97832,104.358,-10.015,0,1,4,0.0,0.0,0.523,0.537,0.423,0.153,197.097,0.0,0.3272396060497089,0.42429413010909,
TRBFKOK128F42662E6,145.08363,108.888,-9.098,3,0,5,0.0,0.0,0.067,0.475,1.0,2.757,133.555,0.4408264404988793,0.41252805157967043,0.5765687655936937,2007
TRBFKON128F4296A52,230.5824,147.99,-5.79,6,0,4,0.0,0.0,0.42,0.482,0.643,0.328,223.951,0.5187598979970994,0.3993772317805291,0.6142822624698228,2008
TRBFKSL128F934AF61,163.10812,63.198,-5.347,4,0,5,0.0,0.0,0.574,0.478,0.308,0.299,155.939,,0.4522299396185015,0.6162638817010739,
TRBFKVH128F4262579,91.32363,157.992,-9.558,9,0,4,0.0,0.0,0.523,0.316,0.249,0.0,87.626,0.7644195693309949,0.6506658682742238,0.794331284495354,2001
TRBFLER128F148C52B,196.10077,160.138,-7.467,9,1,4,0.0,0.0,0.458,0.471,0.529,0.0,196.101,0.6016862438536916,0.4759412895980046,0.6992620557763054,1994
TRBFLFI128F427F374,195.65669,144.721,-3.044,6,0,4,0.0,0.0,0.363,0.368,0.419,1.53,193.312,0.6765489056009939,0.3926592128908621,0.5890728198040683,2004
TRBFLHH128F429FDEA,181.08036,72.177,-13.939,2,1,1,0.0,0.0,0.42,0.373,0.0,0.328,173.685,,0.3546029258766705,0.5077968849276677,
TRBFLIP128E07897B4,295.67955,137.008,-6.473,9,0,3,0.0,0.0,0.526,0.496,0.622,5.671,271.209,0.6511711244293451,0.9160532282837347,0.8650215114996607,2005
TRBFLIS128F9306558,206.68036,103.928,-8.22,4,1,4,0.0,0.0,0.53,0.373,0.793,0.16,201.073,,0.3511702117219038,0.44772507538755363,
TRBFLJY128F4289291,296.6722,140.283,-6.465,10,1,4,0.0,0.0,0.733,0.564,0.682,0.287,291.765,0.27049720720123277,0.3140117898326241,0.48800888180325214,
TRBFLOA128E078FA6A,175.38567,124.826,-6.754,7,1,4,0.0,0.0,0.517,0.542,0.518,2.316,160.723,0.5479529419800353,0.3925798777553678,0.5589162440267129,2006
TRBFLOC128E0791630,397.66159,148.277,-13.114,7,1,4,0.0,0.0,0.407,0.47,0.0,3.135,379.106,0.42744657148843085,0.4141964814069906,0.5069768442453816,
TRBFLOH128F42630E3,225.33179,135.985,-7.991,10,1,4,0.0,0.0,0.203,0.401,0.517,0.0,210.083,0.4314328727979488,0.3846016855478264,0.5660243021595366,1995
TRBFLQW128F1483D44,255.76444,98.485,-10.75,2,1,4,0.0,0.0,0.843,0.867,0.937,0.0,245.592,,0.39157416411599666,0.4906114141824927,2004
TRBFLSD128F42A0F4C,196.49261,143.606,-11.796,9,1,4,0.0,0.0,0.172,0.202,1.0,0.433,183.89,0.38293509007501925,0.45478537949601694,0.6838450066083304,1983
TRBFLZD12903CE8824,781.60934,144.354,-18.626,11,1,7,0.0,0.0,0.49,0.343,0.63,0.0,688.826,0.539536826284304,0.3718367671234585,0.5310108259424263,
TRBFMAS128E078F352,255.39873,105.919,-8.022,10,1,3,0.0,0.0,0.558,0.184,0.882,0.183,245.522,0.6417861861715467,0.5283022622842384,0.7498763671900177,1998
TRBFMAZ128F92F3A2A,225.07057,84.682,-5.554,9,0,3,0.0,0.0,0.605,0.567,1.0,0.537,219.121,,0.0,0.498537926700119,
TRBFMBC128F4280A31,236.09424,91.888,-15.737,2,1,4,0.0,0.0,0.905,0.947,0.537,0.253,227.103,0.2445628507051447,0.43094204343555065,0.6394369488218412,
TRBFMCF128F42885AC,241.24036,107.936,-9.742,1,0,3,0.0,0.0,0.042,0.314,1.0,0.177,226.371,0.3867901771390143,0.45859540287695577,0.6797491237056491,
TRBFMCN128F423625D,175.15057,101.676,-19.239,4,1,3,0.0,0.0,0.18,0.112,0.607,0.56,166.522,,0.38284690149999745,0.5948666454751887,1926
TRBFMDY128F426E9B4,151.32689,160.623,-11.579,4,1,4,0.0,0.0,0.62,0.545,0.297,3.547,145.148,0.23962909777363708,0.31060034368783074,0.5168736834341928,
TRBFMFO128F421BFD4,204.85179,126.956,-6.682,8,1,4,0.0,0.0,0.594,0.426,0.343,0.119,186.694,0.5896996808565597,0.3695057504791091,0.5657387804127691,
TRBFMGE12903CDECE5,238.10567,108.241,-10.987,4,0,4,0.0,0.0,0.64,0.724,0.611,0.148,228.026,,0.3529764720200068,0.5103013231915416,1975
TRBFMGQ128F931E0A0,258.89914,156.507,-15.835,2,1,3,0.0,0.0,0.958,0.793,0.0,0.285,246.851,,0.6199959503398087,0.735370150211779,1999
TRBFMIU12903CB8536,211.3824,149.79,-5.712,7,1,4,0.0,0.0,1.0,0.758,0.71,0.096,204.632,,0.3956275143166047,0.5140642764185136,
TRBFMKO128F426EB91,242.18077,83.341,-7.665,2,1,1,0.0,0.0,0.535,0.439,0.694,0.287,235.752,0.0,0.4669912722868447,0.7139458812470219,
TRBFMMC12903CF6047,243.1473,130.382,-10.207,4,1,4,0.0,0.0,0.637,0.792,0.54,0.504,233.958,,0.44960808830900445,0.6533406926626858,
TRBFMTO128F9322AE7,242.20689,130.372,-3.237,5,1,4,0.0,0.0,0.842,0.623,0.0,0.0,242.207,,0.7760376560525726,0.8148296561331122,1981
TRBFMVM128F9361E39,177.50159,99.214,-8.675,9,1,4,0.0,0.0,0.671,0.779,0.433,0.09,169.773,,0.11615613420763671,0.27790004019564646,
TRBFMWC128F4281F9B,183.71873,107.957,-18.742,7,1,4,0.0,0.0,0.211,0.469,0.0,0.415,176.373,,0.0,0.46421098325082955,
TRBFMWE128F933A55F,291.49995,97.691,-13.629,1,1,4,0.0,0.0,0.261,0.283,0.369,0.218,278.727,0.3347065490692206,0.39717904259160935,0.5303556678749041,
TRBFMZP128F1490058,162.61179,107.741,-6.419,9,1,1,0.0,0.0,0.497,0.341,0.0,0.153,152.317,,0.31996698426188985,0.4684004147210192,
TRBFNBC12903CA9800,202.91873,130.692,-12.024,7,1,1,0.0,0.0,0.661,0.604,0.0,0.0,199.872,0.5851164871673854,0.5364000107927084,0.797420740746604,2009
TRBFNBZ128EF34EF11,303.882,91.513,-6.607,2,1,4,0.0,0.0,0.431,0.496,0.814,0.073,298.022,,0.3167599021817779,0.568497747694518,
TRBFNDW128F9359ECE,198.76526,111.722,-12.818,1,0,5,0.0,0.0,0.082,0.654,1.0,0.0,194.241,,0.4010984647697447,0.6250670090036011,1966
TRBFNEE128F425C676,344.45016,154.763,-10.193,4,1,1,0.0,0.0,0.232,0.229,0.0,0.154,335.377,,0.4793084593382274,0.717670524728552,1974
TRBFNFN128F1473A51,168.56771,78.19,-15.529,7,1,3,0.0,0.0,0.793,0.683,1.0,0.624,150.645,0.3347065490692206,0.40809181858752275,0.6867208337716193,
TRBFNGV12903D0F07F,376.16281,140.133,-8.948,4,0,4,0.0,0.0,0.756,0.503,0.0,0.908,369.633,,0.3434660658595638,0.4508580633827698,
TRBFNLX128F4249752,170.68363,103.859,-6.555,3,1,1,0.0,0.0,0.269,0.235,0.373,0.415,164.612,,0.5422899334343946,0.7087354000378394,1956
TRBFNMG128F4278109,241.8673,94.423,-12.328,9,1,3,0.0,0.0,0.994,0.542,1.0,0.0,236.124,0.5662267608745746,0.6111175034329808,0.8725365986697359,1979
TRBFNMW12903CBF3CE,130.95138,159.437,-7.455,1,0,1,0.0,0.0,0.605,0.526,0.0,0.224,127.663,0.7455641702776447,0.8404626880271164,0.840409662154377,1964
TRBFNOL128F930AA0B,239.90812,151.992,-16.775,1,1,4,0.0,0.0,0.374,0.348,0.0,0.0,220.073,,0.3451094870859595,0.5470407067148041,2009
TRBFNOR128F933B0F5,151.92771,149.767,-4.468,0,1,1,0.0,0.0,0.8,0.728,0.0,0.0,146.019,0.4675749482192641,0.5217266477912379,0.7740371421614921,1988
TRBFNSL128F42776F9,145.05751,150.569,-10.544,11,1,3,0.0,0.0,0.717,0.613,1.0,2.223,140.132,1.0,0.6344123849303008,0.7870983554809389,1970
TRBFNWA128F9324891,198.63465,74.074,-7.168,7,1,4,0.0,0.0,0.023,0.419,0.346,0.0,193.19,0.0,0.5418889720336469,0.8399750935384906,
TRBFNYS128EF3412E8,128.54812,122.653,-13.85,11,1,3,0.0,0.0,0.071,0.473,0.105,0.229,124.651,,0.4426967195814664,0.6752954694563452,2007
TRBFNZQ128F4249CCA,133.69424,93.033,-9.334,2,1,4,0.0,0.0,0.632,0.632,0.333,0.087,124.122,,0.5669124072815322,0.6693715019351177,
TRBFNZT128F429201E,238.54975,139.482,-12.967,2,0,5,0.0,0.0,0.119,0.294,0.359,0.067,205.473,,0.5803452713778326,0.8019892159693104,2004
TRBFOBX128F92F9031,162.21995,127.924,-13.098,2,1,4,0.0,0.0,0.424,0.538,0.0,0.282,162.22,,0.3136671918067881,0.4080719105619905,
TRBFODQ128F9338635,204.32934,105.037,-8.11,1,1,4,0.0,0.0,0.334,0.364,0.649,0.183,200.609,0.0,0.26921295113639365,0.629089814035632,
TRBFOEA128F425D2DB,354.35057,105.131,-7.333,4,0,4,0.0,0.0,0.457,0.455,0.685,3.988,337.56,0.4081108835105221,0.5265490346910755,0.7336378248267537,1986
TRBFOEB128F9305372,151.562,167.829,-9.889,5,1,4,0.0,0.0,0.392,0.272,0.949,0.068,138.223,0.3347065490692206,0.3841464443048954,0.49468141699642837,
TRBFOGL128F92C3AFA,323.39546,73.526,-21.14,2,1,4,0.0,0.0,0.631,0.534,0.312,0.397,313.069,0.0,0.21660646489226862,0.31970494188633497,
TRBFOIB128F427DC1C,258.16771,60.956,-12.844,2,1,4,0.0,0.0,0.55,0.499,1.0,0.276,251.292,0.4432913119053975,0.3241574928410268,0.4520422472874589,
TRBFOIY128F93414D1,425.61261,127.84,-8.571,4,1,4,0.0,0.0,0.583,0.269,0.0,0.0,419.677,0.319565986882865,0.34003073938791123,0.528563793158552,
TRBFOKS12903CA0692,327.47057,133.343,-6.152,7,1,5,0.0,0.0,0.772,0.499,0.711,0.0,314.091,0.0,0.31569027681555284,0.4870777511346747,2004
TRBFOLO12903CB2676,230.37342,102.949,-4.958,5,1,4,0.0,0.0,0.383,0.432,1.0,0.218,216.602,0.0,0.27605012538857815,0.6001815991684463,
TRBFOLR12903CBE719,135.88853,127.443,-22.153,7,0,1,0.0,0.0,0.426,0.532,0.677,0.688,128.453,,0.32363492332544525,0.44802630449354597,
TRBFOQI128F93428AC,579.44771,111.011,-12.977,0,1,4,0.0,0.0,0.123,0.26,1.0,3.483,574.862,,0.42541787184543045,0.5531289992569581,1973
TRBFOVT128F4242079,168.12363,135.095,-8.806,1,1,3,0.0,0.0,0.529,0.484,1.0,1.355,168.124,0.0,0.0,0.07551862406412492,
TRBFOZC128F14874A1,224.83546,137.87,-5.872,5,1,4,0.0,0.0,0.633,0.725,0.416,0.688,214.639,,0.4799934612618727,0.7772349625011934,
TRBFPCL128F1481F2A,181.73342,157.788,-11.472,7,1,4,0.0,0.0,0.555,0.757,0.678,0.178,171.404,,0.464186401696097,0.7555663977335099,
TRBFPEP128F14ADD52,285.83138,144.987,-4.035,9,0,4,0.0,0.0,0.0,0.165,0.0,3.5,278.076,0.0,0.5162343840837891,0.6874783184494465,
TRBFPJD128F933B5C3,271.882,154.753,-5.981,1,1,4,0.0,0.0,0.355,0.29,0.161,0.0,271.882,0.3522322250053423,0.46803252796762473,0.6220796469013531,
TRBFPMG128F148F505,186.22649,155.726,-5.105,4,1,4,0.0,0.0,0.596,0.602,0.0,2.194,175.607,,0.0,0.2491692630582695,
TRBFPMP12903CAF2C3,265.61261,123.768,-8.559,10,1,3,0.0,0.0,0.307,0.21,0.298,0.142,259.059,,0.2402535640016206,0.28765341099352953,
TRBFPNE128F92E40CB,374.49098,142.839,-12.101,9,1,1,0.0,0.0,0.522,0.396,0.0,0.3,374.491,0.26586104921065007,0.34517431863973785,0.5343922941001787,
TRBFPRF128F92FB507,154.30485,179.081,-11.301,9,1,1,0.0,0.0,0.71,0.609,0.0,0.206,148.712,0.0,0.32939194916225606,0.46299609437200084,2002
TRBFPRL128F14569B9,645.38077,120.36,-12.793,9,0,4,0.0,0.0,0.494,0.446,0.803,11.389,630.886,0.548718667038785,0.3930157300453095,0.6271852491605759,2000
TRBFPRL128F9316B53,209.29261,142.956,-4.95,11,1,4,0.0,0.0,0.627,0.529,0.472,0.0,205.787,,0.35970604731380074,0.5790894490033919,
TRBFPVQ128F428B0D2,185.86077,175.711,-14.344,2,1,4,0.0,0.0,0.771,0.658,0.0,2.293,175.961,0.5171489733498444,0.3789698005016593,0.6626702064875899,1971
TRBFPYV128F421FA78,237.16526,165.168,-22.258,5,0,3,0.0,0.0,0.621,0.499,0.862,0.351,225.768,,0.35074983870797555,0.5102430890437599,1993
TRBFPZP128F4260621,21.39383,102.841,-30.249,5,1,3,0.0,0.0,0.539,0.342,0.681,0.171,21.394,,0.4589872578660966,0.6904920320241795,1998
TRBFQGP128F42948DA,77.21751,151.215,-10.447,1,1,7,0.0,0.0,0.785,0.558,0.685,0.0,71.639,0.33207098227937304,0.26413278015577557,0.3108524109487159,
TRBFQHY128F4242356,251.61098,90.011,-13.573,9,1,4,0.0,0.0,0.578,0.606,0.751,6.153,233.006,0.0,0.4308976087151808,0.5675109859285001,1990
TRBFQII128F930D519,119.64036,140.638,-12.12,5,1,1,0.0,0.0,0.723,0.492,0.0,0.0,108.147,,0.3384148184832545,0.4114210482617737,1988
TRBFQMK128F92FF85E,178.36363,186.423,-10.576,3,1,7,0.0,0.0,0.093,0.39,0.189,0.363,170.905,0.0,0.37123757358135073,0.42830026735594934,
TRBFQOC128F9313B77,214.49098,110.599,-15.632,1,0,4,0.0,0.0,0.047,0.398,0.171,0.0,206.303,,0.34721781564698434,0.5445079887650446,
TRBFQPI128F4280CDA,432.90077,85.351,-9.173,11,0,1,0.0,0.0,0.717,0.527,1.0,0.0,419.503,0.6189110863250518,0.633409776061689,0.8123195772139676,
TRBFQQY128F4249C56,209.05751,110.016,-3.08,7,1,4,0.0,0.0,0.115,0.485,0.981,0.0,206.582,0.25923154445130436,0.5463837481981597,0.8327574313141051,2006
TRBFQTF128F933EDCA,188.55138,146.141,-5.032,11,1,1,0.0,0.0,1.0,0.762,0.0,0.0,177.975,0.6138144439031618,0.5243789875148084,0.8440395322273969,2009
TRBFQZS12903CC9965,291.02975,141.175,-11.178,1,1,4,0.0,0.0,0.134,0.449,0.749,0.0,276.521,0.23062689637927422,0.3177528131268577,0.44275007890618917,
TRBFRFR128E0781C86,125.28281,133.05,-4.285,2,1,1,0.0,0.0,0.635,0.534,0.0,0.0,125.283,0.6407992049148461,0.5545643017205006,0.8433223390347955,1996
TRBFRMV128F42214A6,99.00363,106.065,-6.459,1,1,1,0.0,0.0,0.231,0.0,0.0,0.0,99.004,0.41967427880955327,0.5243789875148084,0.8440395322273969,2003
TRBFRNA128F4263D74,116.58404,87.46,-14.223,6,1,7,0.0,0.0,0.097,0.362,0.589,4.702,116.584,0.0,0.3268160736478344,0.510577267623518,
TRBFRNE128F42368B1,251.68934,85.015,-4.237,2,1,4,0.0,0.0,0.0,0.23,1.0,0.13,247.989,,0.5546332305741549,0.8118259818075086,
TRBFRNS128F4274F9A,147.98322,139.878,-4.762,2,1,4,0.0,0.0,0.626,0.612,0.0,0.34,132.841,,0.0,0.3163847113372829,
TRBFRNX128F9306093,290.16771,174.33,-7.06,0,1,1,0.0,0.0,0.439,0.437,0.0,0.0,286.668,0.2273298748271557,0.29939278719775364,0.4320747960152752,
TRBFRPF128F423F642,125.93587,135.759,-20.868,9,1,1,0.0,0.0,0.442,0.363,0.0,0.0,118.19,0.2998774882739778,0.25794973745080507,0.19137366137068,
TRBFRPH128F42593D2,210.75546,157.968,-18.261,7,1,4,0.0,0.0,0.643,0.758,0.701,0.143,188.999,,0.34328188178708335,0.44932361520766173,1992
TRBFRQJ128F4261793,152.37179,98.508,-16.709,0,1,1,0.0,0.0,0.906,0.781,0.0,0.0,138.501,0.0,0.39837312273653963,0.47572156673067817,
TRBFRYD128F425E521,508.02893,90.19,-25.698,3,1,1,0.0,0.0,0.118,0.336,0.337,0.148,470.285,,0.31311974443621077,0.5052373106638819,
TRBFRYS128F1468FA5,266.29179,97.007,-12.623,8,1,4,0.0,0.0,0.125,0.448,0.352,0.0,266.292,,0.36438492446826576,0.585479539749522,1994
TRBFRZI128F427E827,260.51873,142.26,-8.013,0,1,4,0.0,0.0,0.609,0.533,0.559,5.468,256.946,0.0,0.3073662344450928,0.43966371060136195,1992
TRBFRZX128F9341EAE,231.49669,176.83,-5.349,8,0,3,0.0,0.0,0.0,0.0,1.0,0.0,227.451,,0.5396443124242588,0.8098280918397787,2001
TRBFSAI128F92F4AC0,249.83465,100.058,-4.73,5,1,4,0.0,0.0,0.269,0.042,0.683,0.165,234.963,0.6406840303493887,0.4292610290645234,0.6646909389368294,
TRBFSEX128F9300418,214.72608,158.419,-11.277,5,0,7,0.0,0.0,0.277,0.55,0.695,0.0,209.403,0.0,0.2436678562995151,0.19266385325317345,
TRBFSKB128F145C5B1,343.562,123.847,-5.82,8,0,4,0.0,0.0,0.637,0.452,1.0,0.084,324.11,0.5275553561232935,0.42197396827851685,0.6716106398358989,2004
TRBFSNP128F14572B5,229.642,129.846,-12.818,0,1,4,0.0,0.0,0.725,0.635,0.0,2.891,212.648,0.682218135227129,0.39601875365133,0.6061025147262629,1988
TRBFSPA128F9340CDC,147.17342,108.948,-33.364,5,1,4,0.0,0.0,0.59,0.808,0.0,0.247,147.173,0.2707759989463275,0.343389814614625,0.4895375024646455,
TRBFSPK128F92F3A22,548.38812,156.27,-24.568,0,0,4,0.0,0.0,0.651,0.866,0.729,2.554,499.821,0.3619211010027582,0.2887315999642018,0.32220706624961076,
TRBFSPZ12903CB5230,173.322,202.693,-19.928,5,1,5,0.0,0.0,0.624,0.659,0.471,0.56,157.96,0.5508908402040344,0.3829806029065346,0.5825985412904522,
TRBFTFY12903CEDB2F,162.01098,81.827,-13.675,8,0,1,0.0,0.0,0.0,0.085,0.715,0.0,157.524,,0.2704086472259809,0.3861159442522079,
TRBFTGO128F92CF831,218.46159,88.384,-8.588,7,0,4,0.0,0.0,0.375,0.178,0.839,0.0,210.802,,0.41165096106378257,0.674288836752463,
TRBFTHM12903CCC8FD,165.48526,142.763,-13.196,9,0,1,0.0,0.0,0.0,0.185,0.0,0.0,158.813,,0.2951171938923701,0.5809106932332672,
TRBFTJP128F426AC3F,285.1522,126.729,-11.969,1,1,4,0.0,0.0,0.619,0.617,0.0,0.792,281.112,,0.3828430622091098,0.5371605629718418,1975
TRBFTWM128F932535D,170.91873,144.072,-10.903,1,0,3,0.0,0.0,0.026,0.269,0.244,0.241,168.467,,0.33961173191175686,0.548738642273159,
TRBFTZS128F425EAAB,809.58649,129.703,-3.894,7,1,7,0.0,0.0,0.112,0.36,1.0,0.0,796.729,,0.47788930391586204,0.7914655421770528,
TRBFUDB128F429C1B8,347.79383,170.041,-4.281,8,1,4,0.0,0.0,0.766,0.666,0.572,0.16,338.797,,0.326235946430283,0.5306310767175533,2006
TRBFULU128F1486D18,181.39383,212.401,-9.735,4,0,7,0.0,0.0,0.358,0.406,0.006,0.193,181.394,,0.3495900240780046,0.5167988049811789,
TRBFUMI128F42B5731,170.89261,112.48,-15.591,0,1,4,0.0,0.0,0.491,0.609,0.0,0.256,162.482,0.7828689986809066,0.49849797268552654,0.7506215981642149,1985
TRBFUNY128C7196B7D,241.52771,108.616,-18.454,2,1,4,0.0,0.0,0.057,0.15,0.876,4.18,217.13,0.5089846081034836,0.3456373142289708,0.541611590603318,1992
TRBFUPH128F426310A,209.97179,122.077,-12.019,2,1,4,0.0,0.0,0.187,0.389,0.634,0.0,196.377,0.46054128135865785,0.47363666453384023,0.5839898424155631,
TRBFUPZ128F145DB81,251.61098,106.847,-13.327,0,1,4,0.0,0.0,0.925,0.562,1.0,0.362,242.277,,0.3586816927689548,0.5279193157705265,
TRBFURI128F1455498,216.5024,142.121,-9.911,7,1,3,0.0,0.0,0.0,0.286,0.661,0.0,205.752,0.6944535460616664,0.5898561799236971,0.7937080840071374,2004
TRBFUSW128F92D0357,247.24853,120.08,-7.518,4,0,4,0.0,0.0,0.345,0.439,1.0,0.177,234.899,0.23962909777363708,0.5437060505168373,0.6767556553226441,
TRBFUTW128F93112E3,138.94485,136.577,-14.406,0,1,1,0.0,0.0,0.133,0.329,0.206,0.298,135.767,,0.0,0.14260515821071393,
TRBFUUY128F426D21B,349.51791,119.987,-9.651,10,0,4,0.0,0.0,0.214,0.501,0.193,0.0,334.913,,0.26895977166012425,0.43971635522526387,
TRBFUXQ128F145B135,256.67873,120.093,-10.223,0,1,4,0.0,0.0,0.576,0.561,0.739,0.403,236.292,0.38293509007501925,0.4230219215750594,0.6453679560153077,
TRBFVAA128F423C356,296.38485,115.236,-2.029,10,0,4,0.0,0.0,0.347,0.441,1.0,0.0,292.351,0.6733943356755118,0.601436482837353,0.6386140224507543,
TRBFVAS128F93576F0,188.86485,81.858,-17.193,8,1,4,0.0,0.0,0.289,0.427,0.965,0.0,182.184,0.0,0.26622953991263976,0.27443294790503525,
TRBFVDB128F423EA48,233.27302,208.002,-5.92,9,0,4,0.0,0.0,0.586,0.551,0.636,0.073,229.75,0.3775316449767025,0.3448144687039853,0.4449264128834222,2003
TRBFVEM128F147508C,193.48853,171.505,-10.363,6,1,4,0.0,0.0,0.855,0.741,0.259,0.0,175.798,,0.3667412331807846,0.588140722447072,
TRBFVEP128F42621E3,188.21179,178.142,-5.008,7,1,4,0.0,0.0,1.0,0.821,0.0,0.0,188.212,0.6068163271702843,0.48853612540190205,0.6810906917425594,2000
TRBFVEP12903CF345D,217.65179,102.99,-8.852,7,1,4,0.0,0.0,0.453,0.525,0.436,2.659,206.489,0.0,0.0,0.39560350922248033,
TRBFVKF128F92C8724,172.30322,167.559,-18.226,2,1,4,0.0,0.0,0.711,0.605,0.477,0.577,172.303,,0.34369744996261,0.45567977854361785,
TRBFVMO128F14537D3,219.37587,148.0,-7.36,7,1,4,0.0,0.0,0.512,0.581,0.463,2.27,209.874,0.5161218560317505,0.6051911529647471,0.7750860583827819,2005
TRBFVOP12903CF0DFA,352.86159,85.989,-11.714,10,0,4,0.0,0.0,0.335,0.465,1.0,0.194,339.238,,0.40146205320734124,0.45240058187088594,
TRBFVRE12903CC70CA,236.77342,122.645,-4.548,9,0,5,0.0,0.0,0.587,0.487,0.749,0.0,236.773,0.26695518627553855,0.5128121029400006,0.6038437649241952,
TRBFVTI12903CFD630,197.38077,100.341,-14.728,3,1,1,0.0,0.0,0.0,0.352,0.0,0.14,190.299,,0.2989467843777619,0.40784999659664595,
TRBFVZI128F147FCAF,346.5922,89.921,-15.018,3,1,4,0.0,0.0,0.778,0.769,0.473,0.293,339.336,,0.5783016335967479,0.6559214175882668,1993
TRBFVZZ128F92FD7B5,249.52118,98.998,-5.951,3,1,4,0.0,0.0,0.369,0.421,0.256,0.061,244.402,0.37598430150044215,0.33280983172339834,0.6388642033527857,
TRBFWCC128F93017D3,336.84853,130.281,-5.158,6,1,4,0.0,0.0,0.896,0.688,0.283,4.377,323.715,,0.7188914556702095,0.8392976775681696,2002
TRBFWFX128E079531B,232.38485,124.995,-5.797,11,0,4,0.0,0.0,0.175,0.539,1.0,0.142,229.756,0.48828987603734525,0.3966195656003381,0.6919731192813398,2005
TRBFWGM128F4243B40,138.1873,152.709,-16.188,6,1,3,0.0,0.0,0.418,0.459,1.0,0.601,130.682,,0.2809352942672366,0.39431153863806967,
TRBFWSP128F92F29B4,244.08771,123.245,-6.228,7,1,4,0.0,0.0,0.788,0.635,1.0,0.0,224.682,0.6021943107797928,0.4891498166277913,0.6964509393416217,
TRBFWSU12903CC36BE,157.43955,109.516,-13.915,5,1,5,0.0,0.0,0.337,0.238,0.891,0.0,151.417,0.0,0.38384536725531265,0.585735487898916,1967
TRBFWTU128F4220AC5,32.96608,95.761,-8.236,2,1,4,0.0,0.0,0.242,0.779,1.0,0.0,32.966,,0.1682020629302813,0.5462530728517105,
